Cellulose_pct,Hemicellulose_pct,Lignin_pct,Ash_pct,ParticleSize_mm,PyrolysisTemp_C,HeatingRate_Cmin,N2FlowRate_mLmin,BioOilYield_pct,Source
28.58,41.4,4.99,,2.0,400.0,5.0,30.0,53.9,Ortiz2021
28.58,41.4,4.99,,2.0,450.0,5.0,30.0,57.96,Ortiz2021
28.58,41.4,4.99,,2.0,500.0,5.0,30.0,58.59,Ortiz2021
28.58,41.4,4.99,,2.0,700.0,5.0,30.0,55.52,Ortiz2021
28.58,41.4,4.99,,2.0,900.0,5.0,30.0,55.84,Ortiz2021
41.52,14.04,33.67,,0.849,450.0,25.0,50.0,39.61,Ortiz2021
27.2,18.6,28.9,,1.25,400.0,100.0,100.0,45.0,Ortiz2021
27.2,18.6,28.9,,1.25,500.0,100.0,100.0,52.5,Ortiz2021
27.2,18.6,28.9,,1.25,550.0,100.0,100.0,56.0,Ortiz2021
27.2,18.6,28.9,,1.25,600.0,100.0,100.0,57.0,Ortiz2021
27.2,18.6,28.9,,1.25,700.0,100.0,100.0,53.5,Ortiz2021
27.2,18.6,28.9,,1.25,400.0,300.0,100.0,48.5,Ortiz2021
27.2,18.6,28.9,,1.25,500.0,300.0,100.0,56.0,Ortiz2021
27.2,18.6,28.9,,1.25,550.0,300.0,100.0,59.0,Ortiz2021
27.2,18.6,28.9,,1.25,600.0,300.0,100.0,59.0,Ortiz2021
27.2,18.6,28.9,,1.25,700.0,300.0,100.0,56.5,Ortiz2021
27.2,18.6,28.9,,1.25,400.0,800.0,100.0,49.5,Ortiz2021
27.2,18.6,28.9,,1.25,500.0,800.0,100.0,58.5,Ortiz2021
27.2,18.6,28.9,,1.25,550.0,800.0,100.0,58.25,Ortiz2021
27.2,18.6,28.9,,1.25,600.0,800.0,100.0,59.5,Ortiz2021
27.2,18.6,28.9,,1.25,700.0,800.0,100.0,57.5,Ortiz2021
27.2,18.6,28.9,,1.25,600.0,300.0,50.0,56.25,Ortiz2021
27.2,18.6,28.9,,1.25,600.0,300.0,200.0,58.0,Ortiz2021
27.2,18.6,28.9,,1.25,600.0,300.0,400.0,57.0,Ortiz2021
40.0,16.0,26.7,,1.8,500.0,50.0,50.0,54.0,Ortiz2021
40.0,16.0,26.7,,1.8,500.0,50.0,100.0,55.5,Ortiz2021
40.0,16.0,26.7,,1.8,500.0,50.0,150.0,53.5,Ortiz2021
40.0,16.0,26.7,,1.8,500.0,50.0,200.0,52.5,Ortiz2021
47.6,39.0,11.2,,0.6,350.0,10.0,100.0,29.41,Ortiz2021
47.6,39.0,11.2,,0.6,400.0,10.0,100.0,33.0,Ortiz2021
47.6,39.0,11.2,,0.6,450.0,10.0,100.0,38.0,Ortiz2021
47.6,39.0,11.2,,0.6,500.0,10.0,100.0,42.29,Ortiz2021
47.6,39.0,11.2,,0.6,550.0,10.0,100.0,40.0,Ortiz2021
47.6,39.0,11.2,,0.6,600.0,10.0,100.0,39.5,Ortiz2021
47.6,39.0,11.2,,0.6,650.0,10.0,100.0,38.82,Ortiz2021
47.6,39.0,11.2,,0.6,350.0,50.0,100.0,31.25,Ortiz2021
47.6,39.0,11.2,,0.6,400.0,50.0,100.0,35.0,Ortiz2021
47.6,39.0,11.2,,0.6,450.0,50.0,100.0,41.0,Ortiz2021
47.6,39.0,11.2,,0.6,500.0,50.0,100.0,45.23,Ortiz2021
47.6,39.0,11.2,,0.6,550.0,50.0,100.0,44.5,Ortiz2021
47.6,39.0,11.2,,0.6,600.0,50.0,100.0,42.5,Ortiz2021
47.6,39.0,11.2,,0.6,650.0,50.0,100.0,40.39,Ortiz2021
47.6,39.0,11.2,,0.25,500.0,50.0,100.0,37.75,Ortiz2021
47.6,39.0,11.2,,0.5,500.0,50.0,100.0,40.0,Ortiz2021
47.6,39.0,11.2,,0.6,500.0,50.0,100.0,44.95,Ortiz2021
47.6,39.0,11.2,,1.0,500.0,50.0,100.0,43.0,Ortiz2021
47.6,39.0,11.2,,1.7,500.0,50.0,100.0,41.23,Ortiz2021
47.6,39.0,11.2,,0.6,500.0,50.0,50.0,39.53,Ortiz2021
47.6,39.0,11.2,,0.6,500.0,50.0,150.0,45.0,Ortiz2021
47.6,39.0,11.2,,0.6,500.0,50.0,200.0,41.89,Ortiz2021
16.11,44.25,9.2,,0.85,400.0,7.0,50.0,35.25,Ortiz2021
16.11,44.25,9.2,,0.85,500.0,7.0,50.0,36.5,Ortiz2021
16.11,44.25,9.2,,0.85,550.0,7.0,50.0,39.3,Ortiz2021
16.11,44.25,9.2,,0.85,700.0,7.0,50.0,39.5,Ortiz2021
16.11,44.25,9.2,,0.85,400.0,7.0,100.0,35.5,Ortiz2021
16.11,44.25,9.2,,0.85,500.0,7.0,100.0,40.5,Ortiz2021
16.11,44.25,9.2,,0.85,550.0,7.0,100.0,42.75,Ortiz2021
16.11,44.25,9.2,,0.85,700.0,7.0,100.0,40.75,Ortiz2021
16.11,44.25,9.2,,0.85,400.0,7.0,200.0,35.5,Ortiz2021
16.11,44.25,9.2,,0.85,500.0,7.0,200.0,40.0,Ortiz2021
16.11,44.25,9.2,,0.85,550.0,7.0,200.0,42.0,Ortiz2021
16.11,44.25,9.2,,0.85,700.0,7.0,200.0,36.5,Ortiz2021
16.11,44.25,9.2,,0.85,400.0,7.0,400.0,35.3,Ortiz2021
16.11,44.25,9.2,,0.85,500.0,7.0,400.0,37.5,Ortiz2021
16.11,44.25,9.2,,0.85,550.0,7.0,400.0,39.5,Ortiz2021
16.11,44.25,9.2,,0.85,700.0,7.0,400.0,37.5,Ortiz2021
16.11,44.25,9.2,,0.85,400.0,300.0,100.0,41.25,Ortiz2021
16.11,44.25,9.2,,0.85,500.0,300.0,100.0,46.25,Ortiz2021
16.11,44.25,9.2,,0.85,550.0,300.0,100.0,48.0,Ortiz2021
16.11,44.25,9.2,,0.85,700.0,300.0,100.0,46.7,Ortiz2021
